Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster,order
2904,A1,1,3.0,20.523512,-98.258533,3.0,3,36
2921,A1,1,2.0,20.522756,-98.229541,2.0,3,37
2387,A1,1,7.0,20.530102,-98.265963,7.0,3,38
9,A1,1,15.0,20.5751,-98.2281,15.0,3,39
795,A1,1,6.0,20.508035,-98.242746,6.0,3,40
461,A1,1,37.0,20.539698,-98.22214,37.0,3,41
405,A1,1,29.0,20.535768,-98.22482,29.0,3,42
1140,A1,1,13.0,20.544621,-98.229601,13.0,3,43
728,A1,1,7.0,20.524449,-98.224608,7.0,3,44
2973,A1,1,1.0,20.53784,-98.227597,1.0,3,45
2693,A1,1,4.0,20.519402,-98.230741,4.0,3,46
2337,A1,1,7.0,20.49516,-98.235875,7.0,3,47
1523,A1,1,2.0,20.505833,-98.231015,2.0,3,48
487,A1,1,47.0,20.513483,-98.220649,47.0,3,49
787,A1,1,1.0,20.517996,-98.202061,1.0,3,50
902,A1,1,4.0,20.499343,-98.22124,4.0,3,51
814,A1,1,7.0,20.527581,-98.251768,7.0,3,52
303,A1,2,40.5,20.520522,-98.233359,81.0,3,53
3157,A1,1,10.0,20.532055,-98.234917,10.0,3,54
142,A1,3,18.33333333,20.502078,-98.218762,54.99999998999999,3,55
604,A1,1,4.0,20.522021,-98.228825,4.0,3,56
2675,A1,1,12.0,20.512955,-98.210511,12.0,3,57
1834,A1,1,78.0,20.497665,-98.235835,78.0,3,58
3598,A1,1,2.0,20.536774,-98.212955,2.0,3,59
2484,A1,1,2.0,20.543103,-98.24501,2.0,3,60
2464,A1,1,22.0,20.493304,-98.229306,22.0,3,61
3522,A1,1,4.0,20.515623,-98.21208,4.0,3,62
328,A1,1,12.0,20.50894,-98.237915,12.0,3,63
2671,A1,1,1.0,20.508083,-98.224973,1.0,3,64
2623,A1,1,2.0,20.547186,-98.230448,2.0,3,65
560,A1,1,2.0,20.505129,-98.245211,2.0,3,66
2804,A1,1,2.0,20.507791,-98.240602,2.0,3,67
1174,A1,1,2.0,20.538538,-98.249588,2.0,3,68
121,A1,1,1.0,20.52385,-98.213734,1.0,3,69
1394,A1,1,3.0,20.509098,-98.211881,3.0,3,70
1353,A1,1,2.0,20.521223000000006,-98.220701,2.0,3,71
924,A1,1,12.0,20.525545,-98.221401,12.0,3,72
661,A1,1,38.0,20.528892000000006,-98.213565,38.0,3,73
1050,A1,1,2.0,20.511999,-98.217293,2.0,3,74
3202,A1,1,1.0,20.516355,-98.220433,1.0,3,75
2753,A1,1,2.0,20.518014,-98.26335,2.0,3,76
870,A1,1,60.0,20.533441,-98.217689,60.0,3,77
2857,A1,1,21.0,20.548136,-98.223852,21.0,3,78
2922,A1,1,2.0,20.522713,-98.231907,2.0,3,79
459,A1,1,38.0,20.495083,-98.22645,38.0,3,80
722,A1,1,138.0,20.514684,-98.212866,138.0,3,81
1242,A1,1,57.0,20.549763,-98.221254,57.0,3,82
658,A1,1,1.0,20.538589,-98.242587,1.0,3,83
1554,A1,2,35.5,20.51524,-98.20358,71.0,3,84
562,A1,1,10.0,20.506997,-98.222423,10.0,3,85
803,A1,1,7.0,20.504828,-98.214249,7.0,3,86
3098,A1,1,6.0,20.506101,-98.239886,6.0,3,87
3218,A1,1,1.0,20.516524,-98.207832,1.0,3,88
2427,A1,1,1.0,20.520119,-98.230788,1.0,3,89
783,A1,1,40.0,20.513482,-98.253556,40.0,3,90
3010,A1,1,43.0,20.506822,-98.252777,43.0,3,91
468,A1,1,10.0,20.5277,-98.225408,10.0,3,92
260,A1,1,41.0,20.502183,-98.217942,41.0,3,93
1205,A1,1,2.0,20.544422,-98.213662,2.0,3,94
634,A1,1,39.0,20.52476,-98.219829,39.0,3,95
2987,A1,1,1.0,20.53195,-98.215645,1.0,3,96
1661,A1,1,81.0,20.499667,-98.219605,81.0,3,97
3141,A1,1,2.0,20.517803,-98.22997,2.0,3,98
2844,A1,1,2.0,20.507898,-98.225921,2.0,3,99
