Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster
1135,A1,1,34.0,20.521526,-98.199297,34.0,4
3530,A1,1,94.0,20.566409,-98.18421,94.0,4
3319,A1,1,6.0,20.5184,-98.166,6.0,4
2976,A1,1,2.0,20.562339,-98.192008,2.0,4
55,A1,2,10.5,20.54071,-98.187598,21.0,4
2714,A1,1,1.0,20.578925,-98.196844,1.0,4
1556,A1,1,26.0,20.553798999999998,-98.177086,26.0,4
1169,A1,1,15.0,20.549691,-98.193979,15.0,4
3258,A1,1,10.0,20.5282,-98.1932,10.0,4
1586,A1,1,56.0,20.516004000000002,-98.171745,56.0,4
3259,A1,1,3.0,20.5306,-98.1733,3.0,4
2996,A1,1,7.0,20.565811,-98.169741,7.0,4
3540,A1,2,12.0,20.531862,-98.197489,24.0,4
841,A1,1,9.0,20.573114999999998,-98.213487,9.0,4
400,A1,1,38.0,20.551232000000002,-98.175937,38.0,4
2979,A1,1,14.0,20.51834,-98.168715,14.0,4
184,A1,2,9.5,20.537658999999998,-98.18254499999999,19.0,4
1143,A1,1,20.0,20.530625,-98.196117,20.0,4
314,A1,1,3.0,20.545223,-98.20775400000001,3.0,4
216,A1,1,53.0,20.537173000000003,-98.165541,53.0,4
2588,A1,1,15.0,20.5291,-98.1695,15.0,4
1261,A1,1,9.0,20.542851000000002,-98.187422,9.0,4
1236,A1,1,3.0,20.548448999999998,-98.181691,3.0,4
3606,A1,1,16.0,20.52996,-98.16605799999999,16.0,4
329,A1,1,17.0,20.5554,-98.212024,17.0,4
3192,A1,1,1.0,20.563547,-98.184457,1.0,4
691,A1,1,5.0,20.567626999999998,-98.21185899999999,5.0,4
2852,A1,1,10.0,20.533558,-98.167785,10.0,4
3043,A1,1,2.0,20.554904999999998,-98.17116800000001,2.0,4
1270,A1,1,1.0,20.557716,-98.20828900000001,1.0,4
504,A1,1,2.0,20.539170000000002,-98.19619499999999,2.0,4
1219,A1,1,8.0,20.536162,-98.20853000000001,8.0,4
2781,A1,1,5.0,20.561692999999998,-98.167755,5.0,4
132,A1,2,5.0,20.5493,-98.20224499999999,10.0,4
1482,A1,1,25.0,20.532431,-98.177908,25.0,4
708,A1,2,17.0,20.530859,-98.17278,34.0,4
2212,A1,1,17.0,20.5338,-98.181,17.0,4
699,A1,1,149.0,20.56198,-98.192167,149.0,4
1260,A1,1,22.0,20.562786,-98.202396,22.0,4
1166,A1,1,175.0,20.5415,-98.183371,175.0,4
3176,A1,1,4.0,20.528029999999998,-98.19170799999999,4.0,4
837,A1,1,8.0,20.517818,-98.172484,8.0,4
987,A1,1,2.0,20.552838,-98.179774,2.0,4
78,A1,2,9.5,20.5314,-98.2046,19.0,4
3263,A1,1,2.0,20.527658,-98.203627,2.0,4
1027,A1,1,13.0,20.517257,-98.179507,13.0,4
1134,A1,1,11.0,20.558320000000002,-98.21220699999999,11.0,4
2680,A1,1,22.0,20.565695,-98.190327,22.0,4
1614,A1,1,2.0,20.532651,-98.16561800000001,2.0,4
1124,A1,1,2.0,20.549062,-98.201166,2.0,4
321,A1,1,19.0,20.554935999999998,-98.214016,19.0,4
2892,A1,1,19.0,20.547091,-98.17416999999999,19.0,4
1816,A1,1,3.0,20.566887,-98.184117,3.0,4
250,A1,1,66.0,20.536498,-98.172849,66.0,4
3534,A1,1,17.0,20.556687,-98.189037,17.0,4
2545,A1,1,10.0,20.5489,-98.16801,10.0,4
1211,A1,1,14.0,20.571028,-98.211394,14.0,4
