Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster
52,A1,2,14.5,20.518438,-98.223294,29.0,3
1189,A1,1,6.0,20.544328,-98.23569,6.0,3
2403,A1,1,5.0,20.539118,-98.235153,5.0,3
833,A1,1,12.0,20.539276,-98.23015600000001,12.0,3
1264,A1,1,2.0,20.537512,-98.230853,2.0,3
1050,A1,1,2.0,20.511999,-98.21729300000001,2.0,3
245,A1,1,6.0,20.535974,-98.221491,6.0,3
787,A1,1,1.0,20.517996,-98.202061,1.0,3
73,A1,2,21.0,20.527413,-98.227856,42.0,3
3518,A1,1,21.0,20.545979,-98.24713100000001,21.0,3
2983,A1,1,2.0,20.538494,-98.23196899999999,2.0,3
634,A1,1,39.0,20.52476,-98.219829,39.0,3
2693,A1,1,4.0,20.519402,-98.23074100000001,4.0,3
493,A1,1,35.0,20.503447,-98.24134000000001,35.0,3
1554,A1,2,35.5,20.51524,-98.20358,71.0,3
3105,A1,1,2.0,20.53087,-98.226875,2.0,3
353,A1,1,12.0,20.541469,-98.224333,12.0,3
402,A1,1,3.0,20.5208,-98.22683,3.0,3
1003,A1,1,2.0,20.552953,-98.218919,2.0,3
2921,A1,1,2.0,20.522756,-98.229541,2.0,3
112,A1,1,4.0,20.52075,-98.25961600000001,4.0,3
1382,A1,1,2.0,20.516067,-98.20619599999999,2.0,3
604,A1,1,4.0,20.522021,-98.228825,4.0,3
924,A1,1,12.0,20.525545,-98.221401,12.0,3
2753,A1,1,2.0,20.518014,-98.26335,2.0,3
2671,A1,1,1.0,20.508083,-98.22497299999999,1.0,3
1603,A1,1,2.0,20.499596,-98.230563,2.0,3
